canonical_smiles,pchembl_value,assay_description,chembl_id,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.903333333333333,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL408,441.54900000000015,4.374260000000002,84.86,2,6,5,4,2,0.4166666666666667,31
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,5.234999999999999,Activation of PXR (unknown origin) | Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL3665949,384.87100000000015,3.3615200000000005,77.75,1,6,7,4,3,0.3684210526315789,27
Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,6.0,Transactivation of human PXR transfected in human HepG2 cells co-transfected with CYP3A4-Luc plasmid incubated for overnight by luciferase reporter gene assay,CHEMBL4753283,701.8799999999997,8.610720000000008,105.76,2,7,4,7,4,0.5121951219512195,51
Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1,5.036666666666666,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL40883,273.376,3.085440000000002,29.54,0,3,2,3,1,0.5882352941176471,20
Cc1cc(C)n2cc(-c3ccc(Cl)cc3)c(C(=O)O)c2n1,6.0,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1393674,300.74500000000006,3.9697400000000025,54.6,1,2,2,3,3,0.125,21
Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,5.03,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1600251,281.319,2.72834,75.86000000000001,2,5,3,3,3,0.13333333333333333,21
Cc1cc(Nc2ccc(Br)cc2)n2nc(C)nc2n1,6.93,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL597452,318.17800000000005,3.2472400000000015,55.11,1,4,2,3,3,0.15384615384615385,19
Cc1cc(O)nc(N/N=C/c2ccc(Br)s2)n1,5.07,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3213880,313.18,2.7606200000000003,70.4,2,6,3,2,2,0.1,17
Cc1cc(OC(F)F)ccc1NC(=O)c1cc(C(=O)NCc2ccc(F)cc2)c(F)cc1Cl,4.83,Transactivation of human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as increase in luciferase activity incubated for 24 hrs by luminescence based analysis,CHEMBL5267263,480.84500000000014,5.710320000000002,67.42999999999999,2,3,7,3,3,0.13043478260869565,33
Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,5.6,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4859029,420.5090000000002,5.343040000000005,55.120000000000005,1,4,5,4,4,0.16666666666666666,30
Cc1ccc(-c2cc(-c3cccs3)[nH]n2)c(O)c1,5.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1421125,256.33000000000004,3.8192200000000014,48.91,2,3,2,3,3,0.07142857142857142,18
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(C(C)(C)O)c2)nc1,4.75,Activation of PXR (unknown origin),CHEMBL4227222,443.4690000000001,5.189220000000005,75.11,2,4,5,3,3,0.2916666666666667,32
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(-c3ncccc3F)c2)nc1,5.22,Activation of PXR (unknown origin),CHEMBL2324351,430.4580000000001,5.283220000000004,67.77000000000001,1,4,5,4,4,0.12,32
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(C(C)(C)O)c2)nc1,5.7,Activation of PXR (unknown origin),CHEMBL4226706,393.4620000000001,4.309520000000004,75.11,2,4,5,3,3,0.2608695652173913,29
Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,5.5,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4857145,404.5100000000001,6.118840000000004,46.010000000000005,1,4,5,4,4,0.16666666666666666,29
Cc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc4c(c3)OCO4)c2=O)cc1C,5.11,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1303938,379.3720000000002,2.12364,102.42000000000002,2,5,3,4,3,0.15,28
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,4.766666666666667,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL2104261,254.37299999999996,4.403620000000004,17.07,0,1,1,3,1,0.5,19
Cc1ccc(/C=N/n2cc(-c3ccccc3)nc2S)s1,5.84,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3189738,299.42400000000004,4.090920000000002,30.18,1,4,3,3,3,0.06666666666666667,20
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,5.89,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL265502,1297.302,6.743240000000005,483.7499999999999,12,17,16,8,8,0.0392156862745098,86
Cc1ccc(C)c2sc(NC(=O)C3CC3)nc12,5.38,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1554350,246.33499999999998,3.2616400000000016,41.99,1,3,2,3,2,0.38461538461538464,17
Cc1ccc(N=C(S)c2nc3ccccc3[nH]2)c(C)c1,5.44,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1375468,281.38400000000007,4.187840000000002,41.04,2,2,2,3,3,0.125,20
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nc(=O)[nH]o3)cc3c2OCCCC3c2ccccc2)cc1,5.32,Transactivation of PXR (unknown origin),CHEMBL5273615,532.6000000000004,6.953820000000006,109.25,3,5,5,6,5,0.15625,40
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OC(C)(C)[C@H]3c2ccccc2)cc1,4.82,Transactivation of PXR (unknown origin),CHEMBL5287356,516.6050000000002,6.789020000000005,104.82,3,5,5,6,5,0.16129032258064516,39
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCC=CC3c2ccccc2)cc1,4.11,Transactivation of PXR (unknown origin),CHEMBL5272014,514.5890000000003,6.566620000000005,104.82,3,5,5,6,5,0.0967741935483871,39
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCCCC3c2ccccc2)cc1,5.05,Transactivation of PXR (unknown origin),CHEMBL5267407,516.6050000000004,6.790620000000005,104.82,3,5,5,6,5,0.16129032258064516,39
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2O[C@@H](C)C/C=C\[C@H]3c2ccccc2)cc1,4.96,Transactivation of PXR (unknown origin),CHEMBL5280327,542.6430000000003,7.345220000000006,104.82,3,5,5,6,5,0.15151515151515152,41
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2OC(C(C)C)C(C)C)cc1,5.92,Transactivation of PXR (unknown origin),CHEMBL5286959,484.6040000000002,6.545520000000005,104.82,3,5,8,4,4,0.2857142857142857,36
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nnn[nH]3)ccc2N(CC(C)C)CC(C)C)cc1,5.85,Transactivation of PXR (unknown origin),CHEMBL4207581,497.6470000000003,6.604520000000005,98.83,3,5,9,4,4,0.3103448275862069,37
Cc1ccc(Nc2ncccc2C(N)=O)cc1,5.87,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1542516,227.26700000000002,2.23252,68.00999999999999,2,3,3,2,2,0.07692307692307693,17
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,4.9,Transactivation of PXR in human HepG2 cells,CHEMBL3985767,623.5870000000001,6.076920000000006,91.75000000000001,1,4,6,4,2,0.5,42
Cc1ccc2c(c1)c1nc3ccccc3nc1n2C,5.075,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1527352,247.30100000000002,3.5831200000000027,30.71,0,2,0,4,4,0.125,19
Cc1ccc2cc3c(NC(=O)CC(C)C)nn(C)c3nc2c1,5.37,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1506957,296.374,3.414520000000002,59.81,1,3,3,3,3,0.35294117647058826,22
Cc1ccc[n+](CC(=O)c2ccc(Br)cc2)c1C.[Br-],5.17,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1537068,385.09900000000005,0.24034,20.95,0,1,3,2,2,0.2,19
Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,5.32,Transactivation of PXR in human HepG2 cells,CHEMBL3949984,747.7010000000005,7.602420000000006,100.98,1,5,9,5,3,0.42857142857142855,51
Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12,4.16,"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1407509,327.409,2.812520000000001,68.45,1,5,1,4,3,0.29411764705882354,23
Cc1ccccc1-c1nc(-c2cccnc2)no1,5.76,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1491587,237.26200000000003,3.1070200000000012,51.81,0,4,2,3,3,0.07142857142857142,18
Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,5.63,Transactivation of PXR in human HepG2 cells,CHEMBL4742212,574.5580000000003,7.914020000000006,43.370000000000005,0,3,7,4,3,0.35714285714285715,39
Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.06,Activation of PXR (unknown origin),CHEMBL3318980,283.762,3.7710200000000027,30.19,0,2,2,4,3,0.25,20
Cc1cnc(NC(=O)c2c(Cl)cnn2C)s1,5.23,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1427854,256.718,2.0907199999999997,59.81,1,4,2,2,2,0.2222222222222222,16
Cc1csc(NC(=O)CSc2ccc3nnc(-c4ccncc4)n3n2)n1,4.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1605416,383.4620000000001,2.6820200000000005,97.96000000000001,1,8,5,4,4,0.125,26
Cc1csc(SCC(=O)Nc2ccc(Cl)cn2)n1,5.81,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1383970,299.808,3.2307200000000016,54.88,1,5,4,2,2,0.18181818181818182,18
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,5.1,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4860070,482.58000000000015,6.701620000000006,55.120000000000005,1,4,6,5,5,0.10344827586206896,35
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,5.3,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4874182,483.56800000000015,6.096620000000005,68.01,1,5,6,5,5,0.10714285714285714,35
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(CO)s1,4.89,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4871972,436.50800000000015,4.526920000000004,75.35000000000001,2,5,6,4,4,0.16666666666666666,31
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,6.0,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4866041,414.48000000000013,4.896920000000004,55.120000000000005,1,3,6,4,4,0.15384615384615385,31
Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,4.72,Activation of PXR (unknown origin),CHEMBL3622879,308.838,4.001260000000003,50.7,1,5,4,3,2,0.5,20
Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,5.67,Activation of PXR (unknown origin) | Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL3622898,453.999,5.683660000000004,72.82000000000001,1,7,8,4,4,0.30434782608695654,31
Cc1nc(Cl)sc1C(=O)Nc1ccc(C(F)(F)F)cc1,5.8,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1346834,320.723,4.376020000000001,41.99,1,3,2,2,2,0.16666666666666666,20
Cc1nc(N)nc(Nc2ccc(Cl)cc2)c1Br,5.234999999999999,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1430231,313.586,3.526720000000001,63.83,2,4,2,2,2,0.09090909090909091,17
Cc1nc(NC2=NCN(CCCN3CCOCC3)CN2)nc2c(C)cccc12,4.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL532504,383.50000000000006,1.5570400000000002,77.91000000000001,2,8,5,4,2,0.55,28
Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,5.24,Transactivation of human PXR transfected in human HepG2 cells co-transfected with CYP3A4-Luc plasmid incubated for overnight by luciferase reporter gene assay,CHEMBL4454255,503.5740000000004,6.085040000000005,85.95,1,5,5,5,4,0.3448275862068966,37
Cc1ncccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.55,Activation of PXR (unknown origin),CHEMBL3318972,376.84700000000015,4.958320000000002,52.31,0,4,4,5,4,0.19047619047619047,27
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.92,Activation of PXR (unknown origin),CHEMBL5433486,467.3940000000001,4.647820000000004,79.46000000000001,1,5,4,4,3,0.3181818181818182,33
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.21,Activation of PXR (unknown origin),CHEMBL5415209,439.4620000000002,4.495520000000004,79.46000000000001,1,5,5,5,3,0.375,32
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.85,Activation of PXR (unknown origin),CHEMBL5424264,467.3940000000001,4.647820000000005,79.46000000000001,1,5,4,4,3,0.3181818181818182,33
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.34,Activation of PXR (unknown origin),CHEMBL5395864,439.4620000000002,4.495520000000005,79.46000000000001,1,5,5,5,3,0.375,32
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.96,Activation of PXR (unknown origin),CHEMBL5398126,449.4040000000001,4.508720000000005,79.46000000000001,1,5,4,4,3,0.3181818181818182,32
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.28,Activation of PXR (unknown origin),CHEMBL5425600,421.4720000000002,4.3564200000000035,79.46000000000001,1,5,5,5,3,0.375,31
Cc1nnc(-c2ccc(-c3cc(F)c(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.96,Activation of PXR (unknown origin),CHEMBL5409280,439.4620000000002,4.495520000000004,79.46000000000001,1,5,5,5,3,0.375,32
Cc1nnc(-c2ccc(-c3cc(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.6,Activation of PXR (unknown origin),CHEMBL5411678,421.4720000000002,4.3564200000000035,79.46000000000001,1,5,5,5,3,0.375,31
Cc1nnc(-c2ccc(-c3ccc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.05,Activation of PXR (unknown origin),CHEMBL5403767,421.4720000000002,4.3564200000000035,79.46000000000001,1,5,5,5,3,0.375,31
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.62,Activation of PXR (unknown origin),CHEMBL5439954,431.4140000000001,4.369620000000003,79.46000000000001,1,5,4,4,3,0.3181818181818182,31
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.54,Activation of PXR (unknown origin),CHEMBL5400263,403.4820000000002,4.2173200000000035,79.46000000000001,1,5,5,5,3,0.375,30
Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,4.57,Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL5424297,404.4990000000001,3.979320000000003,85.71000000000001,1,8,7,5,4,0.2857142857142857,29
Cc1nnc(N2C(=O)c3cccc4c([N+](=O)[O-])ccc(c34)C2=O)s1,6.13,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1533640,340.3200000000001,2.708520000000001,106.30000000000001,0,7,2,4,3,0.06666666666666667,24
Cl.NNc1nncc2ccccc12,6.35,Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL542541,196.64100000000002,1.3372,63.83,2,4,1,2,2,0.0,13
Cl.Nc1cccc(Nc2ncnc3ccccc23)c1,5.45,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1481388,272.73900000000003,3.3774000000000015,63.83,2,4,2,3,3,0.0,19
Clc1cc(Cl)c(OCC#CI)cc1Cl,5.0,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1289,361.39300000000003,4.421500000000001,9.23,0,1,2,1,1,0.1111111111111111,14
